🔬 Generando tabla periódica de palitos...
✅ Generados 3101 átomos

==================================================================================================================================
N°,Nombre,Capas,I,O,Longitud,P.Fusion,Desap,Mag,Fuerza,Conduct,React,Radiact
1914,Atom_1914,7,6,0,1,1266.0,4,9.05,Si,174.0,50.0,66.00
1915,Atom_1915,7,6,1,1,1234.0,4,9.05,Si,176.5,51.3,66.85
1916,Atom_1916,7,6,2,1,828.0,1,2.26,Si,179.0,52.7,67.70
1917,Atom_1917,7,6,3,1,1170.0,0,0.00,No,181.5,49.0,68.55
1918,Atom_1918,7,6,4,1,390.0,0,0.00,No,184.0,48.7,69.40
1919,Atom_1919,7,6,5,1,1106.0,0,0.00,No,186.5,48.3,70.25
1920,Atom_1920,7,6,6,1,326.0,0,0.00,No,189.0,55.0,71.10
1921,Atom_1921,7,6,7,1,1042.0,0,0.00,No,191.5,55.8,71.95
1922,Atom_1922,7,6,8,1,-273.0,0,0.00,No,194.0,56.7,72.80
1923,Atom_1923,7,6,9,1,978.0,0,0.00,No,196.5,57.5,73.65
1924,Atom_1924,7,6,10,1,-273.0,0,0.00,No,199.0,58.3,74.50
1925,Atom_1925,7,6,11,1,914.0,0,0.00,No,201.5,59.2,75.35
1926,Atom_1926,7,6,12,1,-273.0,0,0.00,No,204.0,60.0,76.20
1927,Atom_1927,7,6,13,1,850.0,0,0.00,No,188.7,63.3,77.05
1928,Atom_1928,7,6,14,1,-273.0,0,0.00,No,187.3,66.7,77.90
1929,Atom_1929,7,6,15,1,786.0,0,0.00,No,186.0,70.0,78.75
1930,Atom_1930,7,6,16,1,-273.0,0,0.00,No,184.7,73.3,79.60
1931,Atom_1931,7,6,17,1,722.0,0,0.00,No,183.3,76.7,80.45
1932,Atom_1932,7,6,18,1,-273.0,0,0.00,No,182.0,80.0,81.30
1933,Atom_1933,7,6,19,1,658.0,0,0.00,No,180.7,83.3,82.15
1934,Atom_1934,7,6,20,1,-273.0,0,0.00,No,179.3,86.7,83.00
1935,Atom_1935,7,6,21,1,594.0,0,0.00,No,178.0,90.0,83.85
1936,Atom_1936,7,6,22,1,-273.0,0,0.00,No,176.7,93.3,84.70
1937,Atom_1937,7,6,23,1,530.0,0,0.00,No,175.3,96.7,85.55
1938,Atom_1938,7,6,24,1,-273.0,0,0.00,No,174.0,100.0,86.40
1939,Atom_1939,7,6,25,1,466.0,0,0.00,No,170.7,103.3,87.25
1940,Atom_1940,7,6,26,1,-273.0,0,0.00,No,167.3,106.7,88.10
1941,Atom_1941,7,7,0,1,1394.0,3,12.22,Si,184.0,50.0,66.85
1942,Atom_1942,7,7,1,1,1362.0,3,6.79,Si,186.5,51.3,67.70
1943,Atom_1943,7,7,2,1,956.0,0,0.00,No,189.0,52.7,68.55
1944,Atom_1944,7,7,3,1,1298.0,0,0.00,No,191.5,49.0,69.40
1945,Atom_1945,7,7,4,1,518.0,0,0.00,No,194.0,48.7,70.25
1946,Atom_1946,7,7,5,1,1234.0,0,0.00,No,196.5,48.3,71.10
1947,Atom_1947,7,7,6,1,454.0,0,0.00,No,199.0,55.0,71.95
1948,Atom_1948,7,7,7,1,1170.0,0,0.00,No,201.5,58.3,72.80
1949,Atom_1949,7,7,8,1,-273.0,0,0.00,No,204.0,61.7,73.65
1950,Atom_1950,7,7,9,1,1106.0,0,0.00,No,206.5,65.0,74.50
1951,Atom_1951,7,7,10,1,-273.0,0,0.00,No,209.0,68.3,75.35
1952,Atom_1952,7,7,11,1,1042.0,0,0.00,No,211.5,71.7,76.20
1953,Atom_1953,7,7,12,1,-273.0,0,0.00,No,214.0,75.0,77.05
1954,Atom_1954,7,7,13,1,978.0,0,0.00,No,198.7,78.3,77.90
1955,Atom_1955,7,7,14,1,-273.0,0,0.00,No,197.3,81.7,78.75
1956,Atom_1956,7,7,15,1,914.0,0,0.00,No,196.0,85.0,79.60
1957,Atom_1957,7,7,16,1,-273.0,0,0.00,No,194.7,88.3,80.45
1958,Atom_1958,7,7,17,1,850.0,0,0.00,No,193.3,91.7,81.30
1959,Atom_1959,7,7,18,1,-273.0,0,0.00,No,192.0,95.0,82.15
1960,Atom_1960,7,7,19,1,786.0,0,0.00,No,190.7,98.3,83.00
1961,Atom_1961,7,7,20,1,-273.0,0,0.00,No,189.3,101.7,83.85
1962,Atom_1962,7,7,21,1,722.0,0,0.00,No,188.0,105.0,84.70
1963,Atom_1963,7,7,22,1,-273.0,0,0.00,No,186.7,108.3,85.55
1964,Atom_1964,7,7,23,1,658.0,0,0.00,No,185.3,111.7,86.40
1965,Atom_1965,7,7,24,1,-273.0,0,0.00,No,184.0,115.0,87.25
1966,Atom_1966,7,7,25,1,594.0,0,0.00,No,180.7,118.3,88.10
1967,Atom_1967,7,7,26,1,-273.0,0,0.00,No,177.3,121.7,88.95
1968,Atom_1968,7,8,0,1,1522.0,2,8.15,Si,194.0,50.0,67.70
1969,Atom_1969,7,8,1,1,1490.0,2,4.53,Si,196.5,53.8,68.55
1970,Atom_1970,7,8,2,1,1084.0,0,0.00,No,199.0,57.7,69.40
1971,Atom_1971,7,8,3,1,1426.0,0,0.00,No,201.5,56.5,70.25
1972,Atom_1972,7,8,4,1,646.0,0,0.00,No,204.0,58.7,71.10
1973,Atom_1973,7,8,5,1,1362.0,0,0.00,No,206.5,60.8,71.95
1974,Atom_1974,7,8,6,1,582.0,0,0.00,No,209.0,70.0,72.80
1975,Atom_1975,7,8,7,1,1298.0,0,0.00,No,211.5,73.3,73.65
1976,Atom_1976,7,8,8,1,-230.0,0,0.00,No,214.0,76.7,74.50
1977,Atom_1977,7,8,9,1,1234.0,0,0.00,No,216.5,80.0,75.35
1978,Atom_1978,7,8,10,1,-273.0,0,0.00,No,219.0,83.3,76.20
1979,Atom_1979,7,8,11,1,1170.0,0,0.00,No,221.5,86.7,77.05
1980,Atom_1980,7,8,12,1,-273.0,0,0.00,No,224.0,90.0,77.90
1981,Atom_1981,7,8,13,1,1106.0,0,0.00,No,208.7,93.3,78.75
1982,Atom_1982,7,8,14,1,-273.0,0,0.00,No,207.3,96.7,79.60
1983,Atom_1983,7,8,15,1,1042.0,0,0.00,No,206.0,100.0,80.45
1984,Atom_1984,7,8,16,1,-273.0,0,0.00,No,204.7,103.3,81.30
1985,Atom_1985,7,8,17,1,978.0,0,0.00,No,203.3,106.7,82.15
1986,Atom_1986,7,8,18,1,-273.0,0,0.00,No,202.0,110.0,83.00
1987,Atom_1987,7,8,19,1,914.0,0,0.00,No,200.7,113.3,83.85
1988,Atom_1988,7,8,20,1,-273.0,0,0.00,No,199.3,116.7,84.70
1989,Atom_1989,7,8,21,1,850.0,0,0.00,No,198.0,120.0,85.55
1990,Atom_1990,7,8,22,1,-273.0,0,0.00,No,196.7,123.3,86.40
1991,Atom_1991,7,8,23,1,786.0,0,0.00,No,195.3,126.7,87.25
1992,Atom_1992,7,8,24,1,-273.0,0,0.00,No,194.0,130.0,88.10
1993,Atom_1993,7,8,25,1,722.0,0,0.00,No,190.7,133.3,88.95
1994,Atom_1994,7,8,26,1,-273.0,0,0.00,No,187.3,136.7,89.80
1995,Atom_1995,7,9,0,1,1650.0,1,4.07,Si,204.0,65.0,68.55
1996,Atom_1996,7,9,1,1,1618.0,1,2.26,Si,206.5,68.8,69.40
1997,Atom_1997,7,9,2,1,1212.0,0,0.00,No,209.0,72.7,70.25
1998,Atom_1998,7,9,3,1,1554.0,0,0.00,No,211.5,71.5,71.10
1999,Atom_1999,7,9,4,1,774.0,0,0.00,No,214.0,73.7,71.95
2000,Atom_2000,7,9,5,1,1490.0,0,0.00,No,216.5,75.8,72.80
2001,Atom_2001,7,9,6,1,710.0,0,0.00,No,219.0,85.0,73.65
2002,Atom_2002,7,9,7,1,1426.0,0,0.00,No,221.5,88.3,74.50
2003,Atom_2003,7,9,8,1,-102.0,0,0.00,No,224.0,91.7,75.35
2004,Atom_2004,7,9,9,1,1362.0,0,0.00,No,226.5,95.0,76.20
2005,Atom_2005,7,9,10,1,-166.0,0,0.00,No,229.0,98.3,77.05
2006,Atom_2006,7,9,11,1,1298.0,0,0.00,No,231.5,101.7,77.90
2007,Atom_2007,7,9,12,1,-230.0,0,0.00,No,234.0,105.0,78.75
2008,Atom_2008,7,9,13,1,1234.0,0,0.00,No,218.7,108.3,79.60
2009,Atom_2009,7,9,14,1,-273.0,0,0.00,No,217.3,111.7,80.45
2010,Atom_2010,7,9,15,1,1170.0,0,0.00,No,216.0,115.0,81.30
2011,Atom_2011,7,9,16,1,-273.0,0,0.00,No,214.7,118.3,82.15
2012,Atom_2012,7,9,17,1,1106.0,0,0.00,No,213.3,121.7,83.00
2013,Atom_2013,7,9,18,1,-273.0,0,0.00,No,212.0,125.0,83.85
2014,Atom_2014,7,9,19,1,1042.0,0,0.00,No,210.7,128.3,84.70
2015,Atom_2015,7,9,20,1,-273.0,0,0.00,No,209.3,131.7,85.55
2016,Atom_2016,7,9,21,1,978.0,0,0.00,No,208.0,135.0,86.40
2017,Atom_2017,7,9,22,1,-273.0,0,0.00,No,206.7,138.3,87.25
2018,Atom_2018,7,9,23,1,914.0,0,0.00,No,205.3,141.7,88.10
2019,Atom_2019,7,9,24,1,-273.0,0,0.00,No,204.0,145.0,88.95
2020,Atom_2020,7,9,25,1,850.0,0,0.00,No,200.7,148.3,89.80
2021,Atom_2021,7,9,26,1,-273.0,0,0.00,No,197.3,151.7,90.65
2022,Atom_2022,7,10,0,1,1778.0,0,0.00,No,214.0,80.0,69.40
2023,Atom_2023,7,10,1,1,1746.0,0,0.00,No,216.5,83.8,70.25
2024,Atom_2024,7,10,2,1,1340.0,0,0.00,No,219.0,87.7,71.10
2025,Atom_2025,7,10,3,1,1682.0,0,0.00,No,221.5,86.5,71.95
2026,Atom_2026,7,10,4,1,902.0,0,0.00,No,224.0,88.7,72.80
2027,Atom_2027,7,10,5,1,1618.0,0,0.00,No,226.5,90.8,73.65
2028,Atom_2028,7,10,6,1,838.0,0,0.00,No,229.0,100.0,74.50
2029,Atom_2029,7,10,7,1,1554.0,0,0.00,No,231.5,103.3,75.35
2030,Atom_2030,7,10,8,1,26.0,0,0.00,No,234.0,106.7,76.20
2031,Atom_2031,7,10,9,1,1490.0,0,0.00,No,236.5,110.0,77.05
2032,Atom_2032,7,10,10,1,-38.0,0,0.00,No,239.0,113.3,77.90
2033,Atom_2033,7,10,11,1,1426.0,0,0.00,No,241.5,116.7,78.75
2034,Atom_2034,7,10,12,1,-102.0,0,0.00,No,244.0,120.0,79.60
2035,Atom_2035,7,10,13,1,1362.0,0,0.00,No,228.7,123.3,80.45
2036,Atom_2036,7,10,14,1,-166.0,0,0.00,No,227.3,126.7,81.30
2037,Atom_2037,7,10,15,1,1298.0,0,0.00,No,226.0,130.0,82.15
2038,Atom_2038,7,10,16,1,-273.0,0,0.00,No,224.7,133.3,83.00
2039,Atom_2039,7,10,17,1,1234.0,0,0.00,No,223.3,136.7,83.85
2040,Atom_2040,7,10,18,1,-273.0,0,0.00,No,222.0,140.0,84.70
2041,Atom_2041,7,10,19,1,1170.0,0,0.00,No,220.7,143.3,85.55
2042,Atom_2042,7,10,20,1,-273.0,0,0.00,No,219.3,146.7,86.40
2043,Atom_2043,7,10,21,1,1106.0,0,0.00,No,218.0,150.0,87.25
2044,Atom_2044,7,10,22,1,-273.0,0,0.00,No,216.7,153.3,88.10
2045,Atom_2045,7,10,23,1,1042.0,0,0.00,No,215.3,156.7,88.95
2046,Atom_2046,7,10,24,1,-273.0,0,0.00,No,214.0,160.0,89.80
2047,Atom_2047,7,10,25,1,978.0,0,0.00,No,210.7,163.3,90.65
2048,Atom_2048,7,10,26,1,-273.0,0,0.00,No,207.3,166.7,91.50
2049,Atom_2049,7,11,0,1,1906.0,0,0.00,No,224.0,95.0,70.25
2050,Atom_2050,7,11,1,1,1874.0,0,0.00,No,226.5,98.8,71.10
2051,Atom_2051,7,11,2,1,1468.0,0,0.00,No,229.0,102.7,71.95
2052,Atom_2052,7,11,3,1,1810.0,0,0.00,No,231.5,101.5,72.80
2053,Atom_2053,7,11,4,1,1030.0,0,0.00,No,234.0,103.7,73.65
2054,Atom_2054,7,11,5,1,1746.0,0,0.00,No,236.5,105.8,74.50
2055,Atom_2055,7,11,6,1,966.0,0,0.00,No,239.0,115.0,75.35
2056,Atom_2056,7,11,7,1,1682.0,0,0.00,No,241.5,118.3,76.20
2057,Atom_2057,7,11,8,1,154.0,0,0.00,No,244.0,121.7,77.05
2058,Atom_2058,7,11,9,1,1618.0,0,0.00,No,246.5,125.0,77.90
2059,Atom_2059,7,11,10,1,90.0,0,0.00,No,249.0,128.3,78.75
2060,Atom_2060,7,11,11,1,1554.0,0,0.00,No,251.5,131.7,79.60
2061,Atom_2061,7,11,12,1,26.0,0,0.00,No,254.0,135.0,80.45
2062,Atom_2062,7,11,13,1,1490.0,0,0.00,No,238.7,138.3,81.30
2063,Atom_2063,7,11,14,1,-38.0,0,0.00,No,237.3,141.7,82.15
2064,Atom_2064,7,11,15,1,1426.0,0,0.00,No,236.0,145.0,83.00
2065,Atom_2065,7,11,16,1,-273.0,0,0.00,No,234.7,148.3,83.85
2066,Atom_2066,7,11,17,1,1362.0,0,0.00,No,233.3,151.7,84.70
2067,Atom_2067,7,11,18,1,-273.0,0,0.00,No,232.0,155.0,85.55
2068,Atom_2068,7,11,19,1,1298.0,0,0.00,No,230.7,158.3,86.40
2069,Atom_2069,7,11,20,1,-273.0,0,0.00,No,229.3,161.7,87.25
2070,Atom_2070,7,11,21,1,1234.0,0,0.00,No,228.0,165.0,88.10
2071,Atom_2071,7,11,22,1,-273.0,0,0.00,No,226.7,168.3,88.95
2072,Atom_2072,7,11,23,1,1170.0,0,0.00,No,225.3,171.7,89.80
2073,Atom_2073,7,11,24,1,-273.0,0,0.00,No,224.0,175.0,90.65
2074,Atom_2074,7,11,25,1,1106.0,0,0.00,No,220.7,178.3,91.50
2075,Atom_2075,7,11,26,1,-273.0,0,0.00,No,217.3,181.7,92.35
2076,Atom_2076,7,12,0,1,2034.0,0,0.00,No,234.0,110.0,71.10
2077,Atom_2077,7,12,1,1,2002.0,0,0.00,No,236.5,113.8,71.95
2078,Atom_2078,7,12,2,1,1596.0,0,0.00,No,239.0,117.7,72.80
2079,Atom_2079,7,12,3,1,1938.0,0,0.00,No,241.5,116.5,73.65
2080,Atom_2080,7,12,4,1,1158.0,0,0.00,No,244.0,118.7,74.50
2081,Atom_2081,7,12,5,1,1874.0,0,0.00,No,246.5,120.8,75.35
2082,Atom_2082,7,12,6,1,1094.0,0,0.00,No,249.0,130.0,76.20
2083,Atom_2083,7,12,7,1,1810.0,0,0.00,No,251.5,133.3,77.05
2084,Atom_2084,7,12,8,1,282.0,0,0.00,No,254.0,136.7,77.90
2085,Atom_2085,7,12,9,1,1746.0,0,0.00,No,256.5,140.0,78.75
2086,Atom_2086,7,12,10,1,218.0,0,0.00,No,259.0,143.3,79.60
2087,Atom_2087,7,12,11,1,1682.0,0,0.00,No,261.5,146.7,80.45
2088,Atom_2088,7,12,12,1,154.0,0,0.00,No,264.0,150.0,81.30
2089,Atom_2089,7,12,13,1,1618.0,0,0.00,No,248.7,153.3,82.15
2090,Atom_2090,7,12,14,1,90.0,0,0.00,No,247.3,156.7,83.00
2091,Atom_2091,7,12,15,1,1554.0,0,0.00,No,246.0,160.0,83.85
2092,Atom_2092,7,12,16,1,-273.0,0,0.00,No,244.7,163.3,84.70
2093,Atom_2093,7,12,17,1,1490.0,0,0.00,No,243.3,166.7,85.55
2094,Atom_2094,7,12,18,1,-273.0,0,0.00,No,242.0,170.0,86.40
2095,Atom_2095,7,12,19,1,1426.0,0,0.00,No,240.7,173.3,87.25
2096,Atom_2096,7,12,20,1,-273.0,0,0.00,No,239.3,176.7,88.10
2097,Atom_2097,7,12,21,1,1362.0,0,0.00,No,238.0,180.0,88.95
2098,Atom_2098,7,12,22,1,-273.0,0,0.00,No,236.7,183.3,89.80
2099,Atom_2099,7,12,23,1,1298.0,0,0.00,No,235.3,186.7,90.65
2100,Atom_2100,7,12,24,1,-273.0,0,0.00,No,234.0,190.0,91.50
2101,Atom_2101,7,12,25,1,1234.0,0,0.00,No,230.7,193.3,92.35
2102,Atom_2102,7,12,26,1,-273.0,0,0.00,No,227.3,196.7,93.20
2103,Atom_2103,7,13,0,1,2162.0,0,0.00,No,244.0,125.0,71.95
2104,Atom_2104,7,13,1,1,2130.0,0,0.00,No,246.5,128.8,72.80
2105,Atom_2105,7,13,2,1,1724.0,0,0.00,No,249.0,132.7,73.65
2106,Atom_2106,7,13,3,1,2066.0,0,0.00,No,251.5,131.5,74.50
2107,Atom_2107,7,13,4,1,1286.0,0,0.00,No,254.0,133.7,75.35
2108,Atom_2108,7,13,5,1,2002.0,0,0.00,No,256.5,135.8,76.20
2109,Atom_2109,7,13,6,1,1222.0,0,0.00,No,259.0,145.0,77.05
2110,Atom_2110,7,13,7,1,1938.0,0,0.00,No,261.5,148.3,77.90
2111,Atom_2111,7,13,8,1,410.0,0,0.00,No,264.0,151.7,78.75
2112,Atom_2112,7,13,9,1,1874.0,0,0.00,No,266.5,155.0,79.60
2113,Atom_2113,7,13,10,1,346.0,0,0.00,No,269.0,158.3,80.45
2114,Atom_2114,7,13,11,1,1810.0,0,0.00,No,271.5,161.7,81.30
2115,Atom_2115,7,13,12,1,282.0,0,0.00,No,274.0,165.0,82.15
2116,Atom_2116,7,13,13,1,1746.0,0,0.00,No,258.7,168.3,83.00
2117,Atom_2117,7,13,14,1,218.0,0,0.00,No,257.3,171.7,83.85
2118,Atom_2118,7,13,15,1,1682.0,0,0.00,No,256.0,175.0,84.70
2119,Atom_2119,7,13,16,1,-273.0,0,0.00,No,254.7,178.3,85.55
2120,Atom_2120,7,13,17,1,1618.0,0,0.00,No,253.3,181.7,86.40
2121,Atom_2121,7,13,18,1,-273.0,0,0.00,No,252.0,185.0,87.25
2122,Atom_2122,7,13,19,1,1554.0,0,0.00,No,250.7,188.3,88.10
2123,Atom_2123,7,13,20,1,-273.0,0,0.00,No,249.3,191.7,88.95
2124,Atom_2124,7,13,21,1,1490.0,0,0.00,No,248.0,195.0,89.80
2125,Atom_2125,7,13,22,1,-273.0,0,0.00,No,246.7,198.3,90.65
2126,Atom_2126,7,13,23,1,1426.0,0,0.00,No,245.3,201.7,91.50
2127,Atom_2127,7,13,24,1,-273.0,0,0.00,No,244.0,205.0,92.35
2128,Atom_2128,7,13,25,1,1362.0,0,0.00,No,240.7,208.3,93.20
2129,Atom_2129,7,13,26,1,-273.0,0,0.00,No,237.3,211.7,94.05
2130,Atom_2130,7,14,0,1,2290.0,0,0.00,No,254.0,140.0,72.80
2131,Atom_2131,7,14,1,1,2258.0,0,0.00,No,256.5,143.8,73.65
2132,Atom_2132,7,14,2,1,1852.0,0,0.00,No,259.0,147.7,74.50
2133,Atom_2133,7,14,3,1,2194.0,0,0.00,No,261.5,146.5,75.35
2134,Atom_2134,7,14,4,1,1414.0,0,0.00,No,264.0,148.7,76.20
2135,Atom_2135,7,14,5,1,2130.0,0,0.00,No,266.5,150.8,77.05
2136,Atom_2136,7,14,6,1,1350.0,0,0.00,No,269.0,160.0,77.90
2137,Atom_2137,7,14,7,1,2066.0,0,0.00,No,271.5,163.3,78.75
2138,Atom_2138,7,14,8,1,538.0,0,0.00,No,274.0,166.7,79.60
2139,Atom_2139,7,14,9,1,2002.0,0,0.00,No,276.5,170.0,80.45
2140,Atom_2140,7,14,10,1,474.0,0,0.00,No,279.0,173.3,81.30
2141,Atom_2141,7,14,11,1,1938.0,0,0.00,No,281.5,176.7,82.15
2142,Atom_2142,7,14,12,1,410.0,0,0.00,No,284.0,180.0,83.00
2143,Atom_2143,7,14,13,1,1874.0,0,0.00,No,268.7,183.3,83.85
2144,Atom_2144,7,14,14,1,346.0,0,0.00,No,267.3,186.7,84.70
2145,Atom_2145,7,14,15,1,1810.0,0,0.00,No,266.0,190.0,85.55
2146,Atom_2146,7,14,16,1,-273.0,0,0.00,No,264.7,193.3,86.40
2147,Atom_2147,7,14,17,1,1746.0,0,0.00,No,263.3,196.7,87.25
2148,Atom_2148,7,14,18,1,-273.0,0,0.00,No,262.0,200.0,88.10
2149,Atom_2149,7,14,19,1,1682.0,0,0.00,No,260.7,203.3,88.95
2150,Atom_2150,7,14,20,1,-273.0,0,0.00,No,259.3,206.7,89.80
2151,Atom_2151,7,14,21,1,1618.0,0,0.00,No,258.0,210.0,90.65
2152,Atom_2152,7,14,22,1,-273.0,0,0.00,No,256.7,213.3,91.50
2153,Atom_2153,7,14,23,1,1554.0,0,0.00,No,255.3,216.7,92.35
2154,Atom_2154,7,14,24,1,-273.0,0,0.00,No,254.0,220.0,93.20
2155,Atom_2155,7,14,25,1,1490.0,0,0.00,No,250.7,223.3,94.05
2156,Atom_2156,7,14,26,1,-273.0,0,0.00,No,247.3,226.7,94.90
2157,Atom_2157,7,15,0,1,2418.0,0,0.00,No,264.0,155.0,73.65
2158,Atom_2158,7,15,1,1,2386.0,0,0.00,No,266.5,158.8,74.50
2159,Atom_2159,7,15,2,1,1980.0,0,0.00,No,269.0,162.7,75.35
2160,Atom_2160,7,15,3,1,2322.0,0,0.00,No,271.5,161.5,76.20
2161,Atom_2161,7,15,4,1,1542.0,0,0.00,No,274.0,163.7,77.05
2162,Atom_2162,7,15,5,1,2258.0,0,0.00,No,276.5,165.8,77.90
2163,Atom_2163,7,15,6,1,1478.0,0,0.00,No,279.0,175.0,78.75
2164,Atom_2164,7,15,7,1,2194.0,0,0.00,No,281.5,178.3,79.60
2165,Atom_2165,7,15,8,1,666.0,0,0.00,No,284.0,181.7,80.45
2166,Atom_2166,7,15,9,1,2130.0,0,0.00,No,286.5,185.0,81.30
2167,Atom_2167,7,15,10,1,602.0,0,0.00,No,289.0,188.3,82.15
2168,Atom_2168,7,15,11,1,2066.0,0,0.00,No,291.5,191.7,83.00
2169,Atom_2169,7,15,12,1,538.0,0,0.00,No,294.0,195.0,83.85
2170,Atom_2170,7,15,13,1,2002.0,0,0.00,No,278.7,198.3,84.70
2171,Atom_2171,7,15,14,1,474.0,0,0.00,No,277.3,201.7,85.55
2172,Atom_2172,7,15,15,1,1938.0,0,0.00,No,276.0,205.0,86.40
2173,Atom_2173,7,15,16,1,-273.0,0,0.00,No,274.7,208.3,87.25
2174,Atom_2174,7,15,17,1,1874.0,0,0.00,No,273.3,211.7,88.10
2175,Atom_2175,7,15,18,1,-273.0,0,0.00,No,272.0,215.0,88.95
2176,Atom_2176,7,15,19,1,1810.0,0,0.00,No,270.7,218.3,89.80
2177,Atom_2177,7,15,20,1,-273.0,0,0.00,No,269.3,221.7,90.65
2178,Atom_2178,7,15,21,1,1746.0,0,0.00,No,268.0,225.0,91.50
2179,Atom_2179,7,15,22,1,-273.0,0,0.00,No,266.7,228.3,92.35
2180,Atom_2180,7,15,23,1,1682.0,0,0.00,No,265.3,231.7,93.20
2181,Atom_2181,7,15,24,1,-273.0,0,0.00,No,264.0,235.0,94.05
2182,Atom_2182,7,15,25,1,1618.0,0,0.00,No,260.7,238.3,94.90
2183,Atom_2183,7,15,26,1,-273.0,0,0.00,No,257.3,241.7,95.75
2184,Atom_2184,7,16,0,1,2546.0,0,0.00,No,274.0,170.0,74.50
2185,Atom_2185,7,16,1,1,2514.0,0,0.00,No,276.5,173.8,75.35
2186,Atom_2186,7,16,2,1,2108.0,0,0.00,No,279.0,177.7,76.20
2187,Atom_2187,7,16,3,1,2450.0,0,0.00,No,281.5,176.5,77.05
2188,Atom_2188,7,16,4,1,1670.0,0,0.00,No,284.0,178.7,77.90
2189,Atom_2189,7,16,5,1,2386.0,0,0.00,No,286.5,180.8,78.75
2190,Atom_2190,7,16,6,1,1606.0,0,0.00,No,289.0,190.0,79.60
2191,Atom_2191,7,16,7,1,2322.0,0,0.00,No,291.5,193.3,80.45
2192,Atom_2192,7,16,8,1,794.0,0,0.00,No,294.0,196.7,81.30
2193,Atom_2193,7,16,9,1,2258.0,0,0.00,No,296.5,200.0,82.15
2194,Atom_2194,7,16,10,1,730.0,0,0.00,No,299.0,203.3,83.00
2195,Atom_2195,7,16,11,1,2194.0,0,0.00,No,301.5,206.7,83.85
2196,Atom_2196,7,16,12,1,666.0,0,0.00,No,304.0,210.0,84.70
2197,Atom_2197,7,16,13,1,2130.0,0,0.00,No,288.7,213.3,85.55
2198,Atom_2198,7,16,14,1,602.0,0,0.00,No,287.3,216.7,86.40
2199,Atom_2199,7,16,15,1,2066.0,0,0.00,No,286.0,220.0,87.25
2200,Atom_2200,7,16,16,1,-273.0,0,0.00,No,284.7,223.3,88.10
2201,Atom_2201,7,16,17,1,2002.0,0,0.00,No,283.3,226.7,88.95
2202,Atom_2202,7,16,18,1,-273.0,0,0.00,No,282.0,230.0,89.80
2203,Atom_2203,7,16,19,1,1938.0,0,0.00,No,280.7,233.3,90.65
2204,Atom_2204,7,16,20,1,-273.0,0,0.00,No,279.3,236.7,91.50
2205,Atom_2205,7,16,21,1,1874.0,0,0.00,No,278.0,240.0,92.35
2206,Atom_2206,7,16,22,1,-273.0,0,0.00,No,276.7,243.3,93.20
2207,Atom_2207,7,16,23,1,1810.0,0,0.00,No,275.3,246.7,94.05
2208,Atom_2208,7,16,24,1,-273.0,0,0.00,No,274.0,250.0,94.90
2209,Atom_2209,7,16,25,1,1746.0,0,0.00,No,270.7,253.3,95.75
2210,Atom_2210,7,16,26,1,-273.0,0,0.00,No,267.3,256.7,96.60
2211,Atom_2211,7,17,0,1,2674.0,0,0.00,No,284.0,185.0,75.35
2212,Atom_2212,7,17,1,1,2642.0,0,0.00,No,286.5,188.8,76.20
2213,Atom_2213,7,17,2,1,2236.0,0,0.00,No,289.0,192.7,77.05
2214,Atom_2214,7,17,3,1,2578.0,0,0.00,No,291.5,191.5,77.90
2215,Atom_2215,7,17,4,1,1798.0,0,0.00,No,294.0,193.7,78.75
2216,Atom_2216,7,17,5,1,2514.0,0,0.00,No,296.5,195.8,79.60
2217,Atom_2217,7,17,6,1,1734.0,0,0.00,No,299.0,205.0,80.45
2218,Atom_2218,7,17,7,1,2450.0,0,0.00,No,301.5,208.3,81.30
2219,Atom_2219,7,17,8,1,922.0,0,0.00,No,304.0,211.7,82.15
2220,Atom_2220,7,17,9,1,2386.0,0,0.00,No,306.5,215.0,83.00
2221,Atom_2221,7,17,10,1,858.0,0,0.00,No,309.0,218.3,83.85
2222,Atom_2222,7,17,11,1,2322.0,0,0.00,No,311.5,221.7,84.70
2223,Atom_2223,7,17,12,1,794.0,0,0.00,No,314.0,225.0,85.55
2224,Atom_2224,7,17,13,1,2258.0,0,0.00,No,298.7,228.3,86.40
2225,Atom_2225,7,17,14,1,730.0,0,0.00,No,297.3,231.7,87.25
2226,Atom_2226,7,17,15,1,2194.0,0,0.00,No,296.0,235.0,88.10
2227,Atom_2227,7,17,16,1,-273.0,0,0.00,No,294.7,238.3,88.95
2228,Atom_2228,7,17,17,1,2130.0,0,0.00,No,293.3,241.7,89.80
2229,Atom_2229,7,17,18,1,-273.0,0,0.00,No,292.0,245.0,90.65
2230,Atom_2230,7,17,19,1,2066.0,0,0.00,No,290.7,248.3,91.50
2231,Atom_2231,7,17,20,1,-273.0,0,0.00,No,289.3,251.7,92.35
2232,Atom_2232,7,17,21,1,2002.0,0,0.00,No,288.0,255.0,93.20
2233,Atom_2233,7,17,22,1,-273.0,0,0.00,No,286.7,258.3,94.05
2234,Atom_2234,7,17,23,1,1938.0,0,0.00,No,285.3,261.7,94.90
2235,Atom_2235,7,17,24,1,-273.0,0,0.00,No,284.0,265.0,95.75
2236,Atom_2236,7,17,25,1,1874.0,0,0.00,No,280.7,268.3,96.60
2237,Atom_2237,7,17,26,1,-273.0,0,0.00,No,277.3,271.7,97.45
